"NutsID","year","Cereals","Dried pulses","Temporary grasses and grazings","Fodder plants","Potatoes","Sugarbeets","Industrial crops","Fresh vegetables","Flowers and ornamental plants","Other temporary crops"
"111160101",2019,6,0,0,5,0,0,0,0,0,0
"111160102",2019,10,0,0,10,0,0,0,0,0,0
"111160104",2019,5,0,0,3,0,0,0,0,0,0
"111160105",2019,0,0,0,0,0,0,0,0,0,0
"111160106",2019,9,0,30,0,0,0,0,0,0,0
"111160108",2019,3,0,0,6,1,0,0,0,0,0
"111160109",2019,4,1,1,1,0,0,0,0,0,0
"111160113",2019,8,2,2,10,3,0,0,0,0,0
"111160115",2019,16,0,4,23,1,0,2,2,0,0
"111160121",2019,5,0,0,7,0,0,0,0,0,0
"111160122",2019,4,0,0,0,0,0,0,0,0,0
"111160123",2019,9,1,1,5,1,0,0,1,1,0
"111160124",2019,6,0,7,9,1,0,0,0,0,0
"111160125",2019,3,0,6,100,1,0,0,0,0,0
"111160128",2019,11,0,4,10,1,0,0,0,0,0
"111160130",2019,12,0,2,11,1,0,0,0,0,0
"111160131",2019,9,1,0,10,0,0,0,0,0,0
"111160133",2019,9,0,2,10,1,0,0,0,0,0
"111160142",2019,4,1,0,2,1,0,0,0,0,0
"111160144",2019,11,0,0,13,0,0,0,0,0,0
"111160145",2019,6,0,26,0,0,0,0,0,0,0
"111160146",2019,4,0,1,3,1,0,0,0,0,0
"111160149",2019,17,0,9,9,1,0,0,0,0,0
"111160152",2019,9,0,0,19,0,0,0,0,0,0
"111160153",2019,7,2,15,3,0,0,0,2,0,0
"111160154",2019,5,0,25,7,1,0,0,0,0,0
"111160155",2019,17,0,0,13,1,0,0,0,0,0
"111160156",2019,10,0,0,9,1,0,0,1,0,0
"111160157",2019,11,2,1,20,0,0,0,0,0,0
"111160158",2019,13,0,0,15,0,0,0,0,0,0
"111160159",2019,7,0,15,33,0,0,0,0,0,0
"111160160",2019,4,0,0,5,0,0,0,0,0,0
"111160161",2019,11,0,4,10,1,0,0,0,0,0
"111160162",2019,13,0,1,18,0,0,0,0,0,0
"111160163",2019,13,0,23,16,2,0,0,1,0,0
"111160164",2019,8,0,14,7,1,0,0,0,0,0
"111160201",2019,8,0,1,9,1,0,0,0,1,0
"111160205",2019,3,0,4,5,0,0,0,0,0,0
"111160209",2019,5,0,2,2,1,0,0,0,0,0
"111160211",2019,2,0,0,3,0,0,0,0,0,0
"111160214",2019,13,0,5,15,2,0,0,2,0,0
"111160215",2019,1,0,1,1,0,0,0,0,0,0
"111160217",2019,9,0,0,5,0,0,0,0,2,0
"111160218",2019,8,0,8,16,0,0,0,0,0,0
"111160220",2019,5,0,1,9,0,0,0,0,14,3
"111160221",2019,10,0,3,10,2,0,0,0,0,0
"111160222",2019,6,0,1,10,1,0,0,1,0,0
"111160223",2019,20,1,0,7,1,0,0,0,0,0
"111160224",2019,10,0,7,9,1,0,0,0,0,0
"111160225",2019,18,2,0,8,1,0,0,1,1,0
"111160301",2019,4,0,0,0,0,0,0,0,0,0
"111160304",2019,3,1,2,1,2,0,0,0,0,0
"111160305",2019,1,0,0,1,1,0,0,0,0,0
"111160307",2019,6,0,0,1,0,0,0,0,0,0
"111160308",2019,2,0,0,2,2,0,0,0,0,0
"111160311",2019,3,0,0,2,0,0,0,0,0,0
"111160313",2019,2,0,0,0,0,0,0,0,0,0
"111160317",2019,3,0,0,1,1,0,0,0,0,0
"111160319",2019,4,0,4,12,3,0,0,0,0,0
"111160320",2019,3,0,1,1,1,0,0,0,0,0
"111160321",2019,7,0,0,2,2,0,0,0,0,0
"111160322",2019,2,0,0,1,0,0,0,0,0,0
"111160323",2019,3,0,3,4,1,0,0,0,0,0
"111160401",2019,5,0,0,11,1,0,0,0,0,0
"111160404",2019,15,0,0,15,0,0,0,2,0,0
"111160405",2019,5,0,0,7,1,0,0,0,0,0
"111160406",2019,5,0,4,1,1,0,0,0,0,0
"111160407",2019,1,0,0,0,0,0,0,0,0,0
"111160410",2019,3,0,7,3,1,0,0,0,0,0
"111160411",2019,17,0,8,27,0,0,0,0,0,0
"111160415",2019,36,0,20,49,1,0,0,0,0,0
"111160418",2019,6,0,0,1,1,0,0,0,0,0
"111160420",2019,19,0,7,26,0,0,0,0,0,0
"111160421",2019,3,0,1,0,0,0,0,0,0,0
"111160422",2019,4,0,0,0,0,0,0,2,0,0
"111160423",2019,1,0,0,0,0,0,0,0,0,0
"111160424",2019,16,0,11,25,2,0,0,0,0,0
"111160427",2019,3,0,0,5,0,0,0,0,0,0
"111160428",2019,12,0,4,30,2,0,0,0,0,0
"111160431",2019,3,0,0,5,1,0,0,0,0,0
"111160434",2019,11,0,9,35,0,0,0,0,0,0
"111160435",2019,2,0,0,7,0,0,0,0,0,0
"111160436",2019,8,1,19,17,2,0,0,1,1,0
"111160437",2019,1,0,1,8,0,0,0,1,0,0
"111160438",2019,4,0,2,3,0,0,0,2,1,0
"111160439",2019,17,2,19,16,1,0,0,0,0,0
"111160440",2019,1,0,5,1,0,0,0,0,0,0
"111160501",2019,4,0,10,3,1,0,0,0,0,0
"111160503",2019,7,0,53,25,0,0,0,0,0,0
"111160505",2019,4,0,13,8,1,0,0,0,0,0
"111160507",2019,7,0,33,37,3,0,0,0,0,0
"111160510",2019,15,0,34,14,2,0,0,0,0,0
"111160513",2019,6,0,9,55,1,0,0,0,0,0
"111160514",2019,12,0,14,48,1,0,0,0,0,0
"111160515",2019,9,0,21,30,1,0,0,0,0,0
"111160519",2019,3,0,15,3,1,0,0,0,0,0
"111160520",2019,14,0,33,34,2,0,0,0,0,0
"111160521",2019,4,0,26,8,0,0,0,0,0,0
"111160522",2019,14,0,85,144,0,0,0,0,0,0
"111160523",2019,10,0,16,20,3,0,0,0,0,0
"111160524",2019,17,0,30,157,2,0,0,0,0,0
"111160525",2019,10,0,30,16,1,0,0,0,0,0
"111160526",2019,11,0,38,31,2,0,0,0,0,0
"111160601",2019,5,0,13,9,1,0,0,0,0,0
"111160602",2019,9,1,0,13,3,0,0,0,0,0
"111160603",2019,9,0,8,7,2,0,0,0,0,0
"111160604",2019,2,0,0,1,1,0,0,0,0,0
"111160606",2019,7,1,0,8,2,0,0,0,0,0
"111160611",2019,41,1,7,24,1,0,0,1,0,0
"111160612",2019,3,0,0,3,1,0,0,0,0,0
"111160613",2019,2,0,0,2,1,0,0,0,0,0
"111160614",2019,6,0,2,33,1,0,0,0,0,1
"111160619",2019,8,0,21,9,2,0,0,0,0,0
"111160623",2019,6,1,0,4,2,0,0,0,0,0
"111160624",2019,4,0,2,3,2,0,0,6,0,0
"111160626",2019,13,2,0,15,5,0,0,2,0,1
"111160627",2019,3,0,1,4,1,0,0,0,0,0
"111160628",2019,14,2,0,21,4,0,0,1,0,0
"111160629",2019,2,0,1,5,0,0,0,0,0,0
"111160630",2019,8,1,6,8,2,0,0,0,0,0
"111160701",2019,35,2,0,37,5,0,0,0,0,0
"111160703",2019,38,0,4,27,0,0,0,0,0,0
"111160704",2019,19,1,5,31,1,0,0,6,0,0
"111160707",2019,19,2,0,82,2,0,0,0,0,0
"111160708",2019,21,0,1,31,0,0,0,1,1,0
"111160709",2019,2,0,0,12,1,0,0,0,0,0
"111160710",2019,5,0,0,2,0,0,0,1,0,0
"111160713",2019,24,1,1,37,2,0,0,0,0,0
"111160714",2019,50,0,9,48,2,0,0,1,1,0
"111160716",2019,79,3,1,225,5,0,0,1,0,0
"111160717",2019,20,1,0,15,0,0,0,0,0,0
"111160718",2019,26,2,11,35,4,0,0,1,1,0
"111160719",2019,5,0,7,17,0,0,0,0,0,0
"111160721",2019,18,1,10,184,1,0,0,0,0,0
"111160724",2019,12,0,5,41,1,0,0,1,0,0
"111160726",2019,17,0,13,18,1,0,0,2,0,0
"111160727",2019,18,1,11,33,1,0,0,0,0,0
"111160728",2019,31,2,0,65,3,0,0,0,0,0
"111160729",2019,10,0,4,10,0,0,0,0,0,0
"111160734",2019,24,0,14,343,1,0,0,2,1,0
"111160737",2019,33,2,9,54,1,0,0,2,0,0
"111160739",2019,33,2,2,35,5,0,0,0,0,0
"111160740",2019,9,0,0,6,0,0,0,2,3,0
"111160742",2019,2,0,0,1,0,0,0,0,0,0
"111160743",2019,13,2,0,6,1,0,0,0,0,0
"111160744",2019,22,1,7,44,2,0,0,0,0,0
"111160745",2019,11,0,9,15,1,0,0,0,0,0
"111160746",2019,11,1,15,11,2,0,0,0,0,0
"111160747",2019,31,2,2,27,3,0,0,0,0,0
"111160750",2019,24,0,1,11,2,0,0,0,0,0
"111160752",2019,6,0,0,28,0,0,0,0,0,0
"111160753",2019,71,1,1,213,3,0,0,0,0,0
"111160754",2019,114,4,2,57,2,0,0,1,1,0
"111160755",2019,6,0,7,6,3,0,0,0,0,0
"111160756",2019,37,1,1,117,4,0,0,0,1,0
"111160757",2019,41,1,1,42,0,0,0,0,0,0
"111160758",2019,82,9,35,31,10,0,0,0,0,0
"111160759",2019,10,1,52,36,1,0,0,0,0,0
"111160760",2019,47,5,4,70,10,0,0,2,0,0
"111160802",2019,4,0,1,3,0,0,0,0,0,0
"111160803",2019,40,0,29,97,4,0,0,3,0,0
"111160805",2019,29,1,18,40,1,0,0,1,2,0
"111160806",2019,1,0,1,5,0,0,0,0,0,0
"111160808",2019,31,0,10,56,1,0,0,2,0,0
"111160812",2019,15,0,1,41,0,0,0,0,0,0
"111160816",2019,3,0,0,30,0,0,0,0,0,0
"111160817",2019,21,0,13,39,3,0,0,1,0,0
"111160818",2019,2,0,2,2,0,0,0,0,0,0
"111160819",2019,20,0,2,40,1,0,0,4,4,0
"111160820",2019,10,0,4,24,1,0,0,2,0,0
"111160901",2019,17,0,0,81,1,0,0,2,0,0
