"NutsID","year","Citrus plantations","Olive plantations","Fresh fruit plantations (excluding citrus plantations)","Fruit plantations (subtropical climate zones)","Nuts plantations","Vineyards","Other permanent crops"
"111160101",2019,0,0,0,0,0,12,0
"111160102",2019,0,1,0,0,0,15,0
"111160104",2019,1,0,2,0,0,7,0
"111160105",2019,0,0,0,0,0,2,0
"111160106",2019,0,0,0,0,0,3,0
"111160108",2019,0,0,0,0,4,9,0
"111160109",2019,0,0,0,0,1,7,0
"111160113",2019,0,0,0,0,0,2,0
"111160115",2019,0,0,4,0,0,25,0
"111160121",2019,0,1,0,0,1,8,0
"111160122",2019,0,0,0,0,0,5,0
"111160123",2019,0,0,2,0,4,26,0
"111160124",2019,0,0,0,0,3,53,2
"111160125",2019,0,0,0,0,0,1,0
"111160128",2019,0,0,0,0,1,4,0
"111160130",2019,0,0,0,0,2,7,0
"111160131",2019,0,0,0,0,21,5,0
"111160133",2019,0,0,1,0,3,14,0
"111160142",2019,0,0,0,0,1,24,0
"111160144",2019,0,0,0,0,0,1,0
"111160145",2019,0,0,0,0,0,1,0
"111160146",2019,0,0,1,0,0,8,0
"111160149",2019,0,0,0,0,3,16,0
"111160152",2019,0,0,2,0,0,16,0
"111160153",2019,0,1,0,1,3,33,0
"111160154",2019,0,0,0,0,3,5,0
"111160155",2019,0,0,0,0,1,7,0
"111160156",2019,0,0,2,0,2,13,0
"111160157",2019,0,1,5,0,3,12,0
"111160158",2019,0,2,0,1,6,23,0
"111160159",2019,0,1,0,0,10,16,0
"111160160",2019,0,0,0,0,2,1,0
"111160161",2019,0,1,1,0,0,26,0
"111160162",2019,0,1,2,0,6,12,0
"111160163",2019,1,1,3,0,9,19,0
"111160164",2019,0,0,1,0,1,34,0
"111160201",2019,0,0,0,0,0,1,0
"111160205",2019,0,0,0,0,0,1,0
"111160209",2019,0,0,0,0,0,2,0
"111160211",2019,0,0,0,0,0,0,0
"111160214",2019,0,0,1,0,15,3,0
"111160215",2019,0,1,0,0,0,3,0
"111160217",2019,0,0,0,0,0,3,0
"111160218",2019,0,4,1,0,10,4,0
"111160220",2019,0,0,0,0,0,1,0
"111160221",2019,0,1,0,0,0,1,0
"111160222",2019,0,0,1,0,0,1,0
"111160223",2019,0,0,0,0,0,4,0
"111160224",2019,0,0,0,0,0,0,0
"111160225",2019,0,0,2,0,1,7,0
"111160301",2019,0,0,0,0,0,140,0
"111160304",2019,0,0,0,0,0,7,0
"111160305",2019,0,0,0,0,0,16,0
"111160307",2019,0,0,0,0,1,2,0
"111160308",2019,0,0,0,0,2,5,0
"111160311",2019,0,0,2,0,0,190,0
"111160313",2019,0,0,0,0,0,83,0
"111160317",2019,0,0,1,0,0,58,0
"111160319",2019,0,0,1,0,2,3,0
"111160320",2019,0,0,1,0,0,50,0
"111160321",2019,0,0,0,0,0,3,0
"111160322",2019,0,0,1,0,0,82,0
"111160323",2019,0,0,2,0,0,67,0
"111160401",2019,0,0,0,0,0,13,0
"111160404",2019,0,0,2,0,0,79,0
"111160405",2019,0,0,0,0,0,22,0
"111160406",2019,0,0,1,0,0,50,0
"111160407",2019,0,0,6,0,0,64,0
"111160410",2019,0,0,0,0,0,60,0
"111160411",2019,0,0,2,0,0,149,0
"111160415",2019,0,0,4,0,0,68,0
"111160418",2019,0,0,0,0,0,156,0
"111160420",2019,0,0,5,0,0,169,0
"111160421",2019,0,0,0,0,0,60,0
"111160422",2019,0,0,0,0,0,25,0
"111160423",2019,0,0,0,0,0,28,0
"111160424",2019,0,0,1,0,3,25,0
"111160427",2019,0,0,0,0,0,47,0
"111160428",2019,0,0,0,0,1,36,0
"111160431",2019,0,0,0,0,0,21,0
"111160434",2019,0,0,0,0,0,4,0
"111160435",2019,0,0,6,0,0,72,0
"111160436",2019,5,0,6,0,0,183,0
"111160437",2019,0,0,0,0,0,111,0
"111160438",2019,0,0,0,2,0,175,0
"111160439",2019,0,0,1,0,0,28,0
"111160440",2019,0,0,0,0,0,33,0
"111160501",2019,0,0,0,0,0,0,0
"111160503",2019,0,0,0,0,0,0,0
"111160505",2019,0,0,0,1,0,1,0
"111160507",2019,0,0,0,0,0,0,0
"111160510",2019,0,0,0,0,1,2,0
"111160513",2019,0,0,0,0,0,0,0
